utilization_ratio,instruction_count,placement_profile,trials,ia_mean,ia_ci_low,ia_ci_high,rsr,rsr_ci_low,rsr_ci_high,effectiveness_mean,effectiveness_ci_low,effectiveness_ci_high,format_error_rate,error_rate,median_latency_ms
0.1,1,uniform,3,1.0,0.43849391955098227,1.0,1.0,0.43849391955098227,1.0,1.0,1.0,1.0,0.0,0.0,1946.0676570015494
0.1,1,edges,3,0.6666666666666666,0.20765495512648796,0.9385096847238394,0.6666666666666666,0.20765495512648796,0.9385096847238394,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,1532.0877849881072
0.1,8,uniform,3,1.0,0.43849391955098227,1.0,1.0,0.43849391955098227,1.0,1.0,1.0,1.0,0.0,0.0,3176.1749960132875
0.1,8,edges,3,0.6666666666666666,0.20765495512648796,0.9385096847238394,0.6666666666666666,0.20765495512648796,0.9385096847238394,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,2871.882414998254
0.1,16,uniform,3,1.0,0.43849391955098227,1.0,1.0,0.43849391955098227,1.0,1.0,1.0,1.0,0.0,0.0,4649.408462981228
0.1,16,edges,3,0.6666666666666666,0.20765495512648796,0.9385096847238394,0.6666666666666666,0.20765495512648796,0.9385096847238394,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,13988.6127540085
0.55,1,uniform,3,1.0,0.43849391955098227,1.0,1.0,0.43849391955098227,1.0,1.0,1.0,1.0,0.0,0.0,2631.917960010469
0.55,1,edges,3,1.0,0.43849391955098227,1.0,1.0,0.43849391955098227,1.0,1.0,1.0,1.0,0.0,0.0,2463.1803079973906
0.55,8,uniform,3,0.6666666666666666,0.20765495512648796,0.9385096847238394,0.6666666666666666,0.20765495512648796,0.9385096847238394,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,4538.921196013689
0.55,8,edges,3,1.0,0.43849391955098227,1.0,1.0,0.43849391955098227,1.0,1.0,1.0,1.0,0.0,0.0,12629.661257989937
0.55,16,uniform,3,0.6666666666666666,0.20765495512648796,0.9385096847238394,0.6666666666666666,0.20765495512648796,0.9385096847238394,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,5586.0810189915355
0.55,16,edges,3,1.0,0.43849391955098227,1.0,1.0,0.43849391955098227,1.0,1.0,1.0,1.0,0.0,0.0,12171.526863006875
0.8,1,uniform,3,1.0,0.43849391955098227,1.0,1.0,0.43849391955098227,1.0,1.0,1.0,1.0,0.0,0.0,3976.8754949909635
0.8,1,edges,3,1.0,0.43849391955098227,1.0,1.0,0.43849391955098227,1.0,1.0,1.0,1.0,0.0,0.0,2029.6735080191866
0.8,8,uniform,3,0.6666666666666666,0.20765495512648796,0.9385096847238394,0.6666666666666666,0.20765495512648796,0.9385096847238394,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,4180.68552899058
0.8,8,edges,3,0.6666666666666666,0.20765495512648796,0.9385096847238394,0.6666666666666666,0.20765495512648796,0.9385096847238394,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,4301.51377999573
0.8,16,uniform,3,0.0,0.0,0.5615060804490177,0.0,0.0,0.5615060804490177,0.0,0.0,0.0,1.0,0.0,7771.278574015014
0.8,16,edges,3,0.3333333333333333,0.061490315276160556,0.792345044873512,0.3333333333333333,0.061490315276160556,0.792345044873512,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,11634.5065520145
0.93,1,uniform,3,1.0,0.43849391955098227,1.0,1.0,0.43849391955098227,1.0,1.0,1.0,1.0,0.0,0.0,3342.265615996439
0.93,1,edges,3,1.0,0.43849391955098227,1.0,1.0,0.43849391955098227,1.0,1.0,1.0,1.0,0.0,0.0,2323.4500589896925
0.93,8,uniform,3,0.6666666666666666,0.20765495512648796,0.9385096847238394,0.6666666666666666,0.20765495512648796,0.9385096847238394,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,6726.6511140041985
0.93,8,edges,3,0.3333333333333333,0.061490315276160556,0.792345044873512,0.3333333333333333,0.061490315276160556,0.792345044873512,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,6869.835269026225
0.93,16,uniform,3,0.3333333333333333,0.061490315276160556,0.792345044873512,0.3333333333333333,0.061490315276160556,0.792345044873512,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,9654.690802010009
0.93,16,edges,3,0.3333333333333333,0.061490315276160556,0.792345044873512,0.3333333333333333,0.061490315276160556,0.792345044873512,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,12691.672960005235
